file,assembly,part,color,role,size_x_mm,size_y_mm,size_z_mm,assembly_tx_mm,assembly_ty_mm,assembly_tz_mm,volume_cm3,units
045_left_boot_shell_02.stl,left_foot,left_boot_shell,silver,cosmetic exterior,85.033,92.067,67.067,22.5,28.966722,-0.033278,66.1261,mm
046_left_sole_01.stl,left_foot,left_sole,rubber,cosmetic exterior,163.012,87.012,6.012,-59.005943,31.494057,-0.005943,46.888,mm
047_left_shin_band_123_01.stl,left_shin,left_shin_band_123,bright_silver,cosmetic exterior,34.0,68.0,7.0,-34.0,41.0,119.5,1.7311,mm
047_left_shin_band_123_02.stl,left_shin,left_shin_band_123,bright_silver,cosmetic exterior,34.0,68.0,7.0,-0.0,41.0,119.5,1.7311,mm
048_left_shin_band_169_01.stl,left_shin,left_shin_band_169,bright_silver,cosmetic exterior,34.0,68.0,7.0,-34.0,41.0,165.5,1.4157,mm
048_left_shin_band_169_02.stl,left_shin,left_shin_band_169,bright_silver,cosmetic exterior,34.0,68.0,7.0,-0.0,41.0,165.5,1.4157,mm
049_left_shin_band_215_01.stl,left_shin,left_shin_band_215,bright_silver,cosmetic exterior,34.0,68.0,7.0,-34.0,41.0,211.5,0.58,mm
049_left_shin_band_215_02.stl,left_shin,left_shin_band_215,bright_silver,cosmetic exterior,34.0,68.0,7.0,-0.0,41.0,211.5,0.58,mm
050_left_boot_nozzle_01.stl,left_foot,left_boot_nozzle,graphite,cosmetic exterior,34.024,34.024,13.024,5.488112,57.988112,6.488112,4.3597,mm
051_left_boot_nozzle_ring_01.stl,left_foot,left_boot_nozzle_ring,copper,cosmetic exterior,38.027,38.027,4.027,3.486713,55.986713,6.986713,0.9048,mm
052_left_shoulder_mount_01.stl,torso,left_shoulder_mount,graphite,shoulder support concept; not a qualified motor bracket,24.019,68.019,25.019,-24.009508,108.990492,690.490492,38.7243,mm
053_left_shoulder_roll_yoke_rail_01.stl,left_shoulder_pitch_link,left_shoulder_roll_yoke_rail,graphite,joint-support rail concept,10.236,31.221,33.234,-18.517788,166.893792,674.882212,3.1006,mm
054_left_shoulder_yaw_yoke_rail_01.stl,left_shoulder_roll_link,left_shoulder_yaw_yoke_rail,graphite,joint-support rail concept,10.228,14.214,33.226,-18.513901,187.890579,651.886099,2.4633,mm
055_left_elbow_yoke_rail_01.stl,left_upper_arm,left_elbow_yoke_rail,graphite,joint-support rail concept,10.224,10.224,114.223,-18.512123,191.887877,547.887877,9.0538,mm
056_left_forearm_roll_yoke_rail_01.stl,left_forearm,left_forearm_roll_yoke_rail,graphite,joint-support rail concept,10.224,10.224,47.223,-18.512123,191.887877,510.887877,3.579,mm
057_left_wrist_pitch_yoke_rail_01.stl,left_forearm_roll_link,left_wrist_pitch_yoke_rail,graphite,joint-support rail concept,10.224,10.224,89.223,-18.512123,191.887877,431.887877,7.011,mm
058_left_wrist_roll_yoke_rail_01.stl,left_wrist_pitch_link,left_wrist_roll_yoke_rail,graphite,joint-support rail concept,10.224,10.224,30.223,-18.512123,191.887877,411.887877,2.1899,mm
059_left_thumb_support_01.stl,left_hand,left_thumb_support,graphite,cosmetic exterior,15.014,20.014,13.014,-7.507131,149.992869,389.492869,3.5653,mm
060_left_shoulder_pitch_shaft_01.stl,left_shoulder_pitch_link,left_shoulder_pitch_shaft,silver,joint axle mock-up; use metal shaft on hardware,6.004,36.004,6.004,-3.002098,153.997902,699.997902,1.0179,mm
061_left_shoulder_pitch_bearing_m1_01.stl,torso,left_shoulder_pitch_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,20.305,4.0,28.0,-6.30476,156.0,689.0,0.6805,mm
062_left_shoulder_pitch_horn_m1_01.stl,left_shoulder_pitch_link,left_shoulder_pitch_horn_m1,bright_silver,cosmetic exterior,22.015,2.515,22.015,-11.007692,153.242308,691.992308,0.4477,mm
063_left_shoulder_pitch_screw_m1_0_01.stl,left_shoulder_pitch_link,left_shoulder_pitch_screw_m1_0,black,fastener mock-up,3.0,1.5,3.0,-1.5,151.75,711.0,0.0106,mm
064_left_shoulder_pitch_screw_m1_1_01.stl,left_shoulder_pitch_link,left_shoulder_pitch_screw_m1_1,black,fastener mock-up,3.0,1.5,3.0,8.0,151.75,701.5,0.0106,mm
065_left_shoulder_pitch_screw_m1_2_01.stl,left_shoulder_pitch_link,left_shoulder_pitch_screw_m1_2,black,fastener mock-up,3.0,1.5,3.0,-1.5,151.75,692.0,0.0106,mm
066_left_shoulder_pitch_screw_m1_3_01.stl,left_shoulder_pitch_link,left_shoulder_pitch_screw_m1_3,black,fastener mock-up,3.0,1.5,3.0,-11.0,151.75,701.5,0.0106,mm
067_left_shoulder_pitch_bearing_1_01.stl,torso,left_shoulder_pitch_bearing_1,graphite,bearing race visual; substitute a purchased bearing,28.02,4.02,28.02,-14.00979,183.99021,688.99021,1.2064,mm
068_left_shoulder_pitch_horn_1_01.stl,left_shoulder_pitch_link,left_shoulder_pitch_horn_1,bright_silver,cosmetic exterior,22.015,2.515,22.015,-11.007692,188.242308,691.992308,0.4477,mm
069_left_shoulder_pitch_screw_1_0_01.stl,left_shoulder_pitch_link,left_shoulder_pitch_screw_1_0,black,fastener mock-up,3.0,1.5,3.0,-1.5,190.75,711.0,0.0106,mm
070_left_shoulder_pitch_screw_1_1_01.stl,left_shoulder_pitch_link,left_shoulder_pitch_screw_1_1,black,fastener mock-up,3.0,1.5,3.0,8.0,190.75,701.5,0.0106,mm
071_left_shoulder_pitch_screw_1_2_01.stl,left_shoulder_pitch_link,left_shoulder_pitch_screw_1_2,black,fastener mock-up,3.0,1.5,3.0,-1.5,190.75,692.0,0.0106,mm
072_left_shoulder_pitch_screw_1_3_01.stl,left_shoulder_pitch_link,left_shoulder_pitch_screw_1_3,black,fastener mock-up,3.0,1.5,3.0,-11.0,190.75,701.5,0.0106,mm
073_left_shoulder_roll_shaft_01.stl,left_shoulder_roll_link,left_shoulder_roll_shaft,silver,joint axle mock-up; use metal shaft on hardware,36.0,6.0,6.0,-18.0,190.0,677.0,0.7555,mm
074_left_shoulder_roll_bearing_m1_01.stl,left_shoulder_pitch_link,left_shoulder_roll_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,4.0,28.0,28.0,-16.0,179.0,666.0,1.0437,mm
075_left_shoulder_roll_horn_m1_01.stl,left_shoulder_roll_link,left_shoulder_roll_horn_m1,bright_silver,cosmetic exterior,2.5,22.0,22.0,-18.75,182.0,669.0,0.4066,mm
076_left_shoulder_roll_screw_m1_0_01.stl,left_shoulder_roll_link,left_shoulder_roll_screw_m1_0,black,fastener mock-up,1.5,3.0,3.0,-20.25,201.0,678.5,0.0106,mm
077_left_shoulder_roll_screw_m1_1_01.stl,left_shoulder_roll_link,left_shoulder_roll_screw_m1_1,black,fastener mock-up,1.5,3.0,3.0,-20.25,191.5,688.0,0.0106,mm
078_left_shoulder_roll_screw_m1_2_01.stl,left_shoulder_roll_link,left_shoulder_roll_screw_m1_2,black,fastener mock-up,1.5,3.0,3.0,-20.25,182.0,678.5,0.0106,mm
079_left_shoulder_roll_screw_m1_3_01.stl,left_shoulder_roll_link,left_shoulder_roll_screw_m1_3,black,fastener mock-up,1.5,3.0,3.0,-20.25,191.5,669.0,0.0106,mm
080_left_shoulder_roll_bearing_1_01.stl,left_shoulder_pitch_link,left_shoulder_roll_bearing_1,graphite,bearing race visual; substitute a purchased bearing,4.02,28.02,28.02,11.99021,178.99021,665.99021,1.2064,mm
081_left_shoulder_roll_horn_1_01.stl,left_shoulder_roll_link,left_shoulder_roll_horn_1,bright_silver,cosmetic exterior,2.515,22.015,22.015,16.242308,181.992308,668.992308,0.4477,mm
082_left_shoulder_roll_screw_1_0_01.stl,left_shoulder_roll_link,left_shoulder_roll_screw_1_0,black,fastener mock-up,1.5,3.0,3.0,18.75,201.0,678.5,0.0106,mm
083_left_shoulder_roll_screw_1_1_01.stl,left_shoulder_roll_link,left_shoulder_roll_screw_1_1,black,fastener mock-up,1.5,3.0,3.0,18.75,191.5,688.0,0.0106,mm
084_left_shoulder_roll_screw_1_2_01.stl,left_shoulder_roll_link,left_shoulder_roll_screw_1_2,black,fastener mock-up,1.5,3.0,3.0,18.75,182.0,678.5,0.0106,mm
085_left_shoulder_roll_screw_1_3_01.stl,left_shoulder_roll_link,left_shoulder_roll_screw_1_3,black,fastener mock-up,1.5,3.0,3.0,18.75,191.5,669.0,0.0106,mm
086_left_shoulder_yaw_shaft_01.stl,left_upper_arm,left_shoulder_yaw_shaft,silver,joint axle mock-up; use metal shaft on hardware,6.004,6.004,36.004,-3.002098,193.997902,638.997902,1.0179,mm
087_left_shoulder_yaw_bearing_m1_01.stl,left_shoulder_roll_link,left_shoulder_yaw_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,28.02,28.02,4.02,-14.00979,182.99021,640.99021,1.2064,mm
088_left_shoulder_yaw_horn_m1_01.stl,left_upper_arm,left_shoulder_yaw_horn_m1,bright_silver,cosmetic exterior,21.244,22.0,2.511,-10.244403,186.0,638.244406,0.4104,mm
089_left_shoulder_yaw_screw_m1_0_01.stl,left_upper_arm,left_shoulder_yaw_screw_m1_0,black,fastener mock-up,3.0,3.0,1.5,8.0,195.5,636.75,0.0106,mm
090_left_shoulder_yaw_screw_m1_1_01.stl,left_upper_arm,left_shoulder_yaw_screw_m1_1,black,fastener mock-up,3.0,3.0,1.5,-1.5,205.0,636.75,0.0106,mm
091_left_shoulder_yaw_screw_m1_2_01.stl,left_upper_arm,left_shoulder_yaw_screw_m1_2,black,fastener mock-up,0.404,2.048,1.5,-8.403846,195.976063,636.75,0.0006,mm
092_left_shoulder_yaw_screw_m1_3_01.stl,left_upper_arm,left_shoulder_yaw_screw_m1_3,black,fastener mock-up,3.0,3.0,1.5,-1.5,186.0,636.75,0.0106,mm
093_left_shoulder_yaw_bearing_1_01.stl,left_shoulder_roll_link,left_shoulder_yaw_bearing_1,graphite,bearing race visual; substitute a purchased bearing,27.797,28.0,4.0,-13.796515,183.0,669.0,1.0629,mm
094_left_shoulder_yaw_horn_1_01.stl,left_upper_arm,left_shoulder_yaw_horn_1,bright_silver,cosmetic exterior,22.015,22.015,2.515,-11.007692,185.992308,673.242308,0.4477,mm
095_left_shoulder_yaw_screw_1_0_01.stl,left_upper_arm,left_shoulder_yaw_screw_1_0,black,fastener mock-up,3.0,3.0,1.5,8.0,195.5,675.75,0.0106,mm
096_left_shoulder_yaw_screw_1_1_01.stl,left_upper_arm,left_shoulder_yaw_screw_1_1,black,fastener mock-up,3.0,3.0,1.5,-1.5,205.0,675.75,0.0106,mm
097_left_shoulder_yaw_screw_1_2_01.stl,left_upper_arm,left_shoulder_yaw_screw_1_2,black,fastener mock-up,3.0,3.0,1.5,-11.0,195.5,675.75,0.0106,mm
098_left_shoulder_yaw_screw_1_3_01.stl,left_upper_arm,left_shoulder_yaw_screw_1_3,black,fastener mock-up,3.0,3.0,1.5,-1.5,186.0,675.75,0.0106,mm
099_left_elbow_shaft_01.stl,left_forearm,left_elbow_shaft,silver,joint axle mock-up; use metal shaft on hardware,6.004,30.004,6.004,-3.002098,181.997902,549.997902,0.8482,mm
100_left_elbow_bearing_m1_01.stl,left_upper_arm,left_elbow_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,20.014,4.014,20.014,-10.006993,183.993007,542.993007,0.8042,mm
101_left_elbow_horn_m1_01.stl,left_forearm,left_elbow_horn_m1,bright_silver,cosmetic exterior,14.01,2.51,14.01,-7.004895,181.245105,545.995105,0.2592,mm
102_left_elbow_screw_m1_0_01.stl,left_forearm,left_elbow_screw_m1_0,black,fastener mock-up,3.0,1.5,3.0,-1.5,179.75,557.0,0.0106,mm
103_left_elbow_screw_m1_1_01.stl,left_forearm,left_elbow_screw_m1_1,black,fastener mock-up,3.0,1.5,3.0,4.0,179.75,551.5,0.0106,mm
104_left_elbow_screw_m1_2_01.stl,left_forearm,left_elbow_screw_m1_2,black,fastener mock-up,3.0,1.5,3.0,-1.5,179.75,546.0,0.0106,mm
105_left_elbow_screw_m1_3_01.stl,left_forearm,left_elbow_screw_m1_3,black,fastener mock-up,3.0,1.5,3.0,-7.0,179.75,551.5,0.0106,mm
106_left_elbow_bearing_1_01.stl,left_upper_arm,left_elbow_bearing_1,graphite,bearing race visual; substitute a purchased bearing,20.014,4.014,20.014,-10.006993,205.993007,542.993007,0.8042,mm
107_left_elbow_horn_1_01.stl,left_forearm,left_elbow_horn_1,bright_silver,cosmetic exterior,14.01,2.51,14.01,-7.004895,210.245105,545.995105,0.2592,mm
108_left_elbow_screw_1_0_01.stl,left_forearm,left_elbow_screw_1_0,black,fastener mock-up,3.0,1.5,3.0,-1.5,212.75,557.0,0.0106,mm
109_left_elbow_screw_1_1_01.stl,left_forearm,left_elbow_screw_1_1,black,fastener mock-up,3.0,1.5,3.0,4.0,212.75,551.5,0.0106,mm
110_left_elbow_screw_1_2_01.stl,left_forearm,left_elbow_screw_1_2,black,fastener mock-up,3.0,1.5,3.0,-1.5,212.75,546.0,0.0106,mm
111_left_elbow_screw_1_3_01.stl,left_forearm,left_elbow_screw_1_3,black,fastener mock-up,3.0,1.5,3.0,-7.0,212.75,551.5,0.0106,mm
112_left_forearm_roll_shaft_01.stl,left_forearm_roll_link,left_forearm_roll_shaft,silver,joint axle mock-up; use metal shaft on hardware,6.004,6.004,30.004,-3.002098,193.997902,500.997902,0.8482,mm
113_left_forearm_roll_bearing_m1_01.stl,left_forearm,left_forearm_roll_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,20.014,20.014,4.014,-10.006993,186.993007,502.993007,0.8042,mm
114_left_forearm_roll_horn_m1_01.stl,left_forearm_roll_link,left_forearm_roll_horn_m1,bright_silver,cosmetic exterior,14.01,14.01,2.51,-7.004895,189.995105,500.245105,0.2592,mm
115_left_forearm_roll_screw_m1_0_01.stl,left_forearm_roll_link,left_forearm_roll_screw_m1_0,black,fastener mock-up,3.0,3.0,1.5,4.0,195.5,498.75,0.0106,mm
116_left_forearm_roll_screw_m1_1_01.stl,left_forearm_roll_link,left_forearm_roll_screw_m1_1,black,fastener mock-up,3.0,3.0,1.5,-1.5,201.0,498.75,0.0106,mm
117_left_forearm_roll_screw_m1_2_01.stl,left_forearm_roll_link,left_forearm_roll_screw_m1_2,black,fastener mock-up,3.0,3.0,1.5,-7.0,195.5,498.75,0.0106,mm
118_left_forearm_roll_screw_m1_3_01.stl,left_forearm_roll_link,left_forearm_roll_screw_m1_3,black,fastener mock-up,3.0,3.0,1.5,-1.5,190.0,498.75,0.0106,mm
119_left_forearm_roll_bearing_1_01.stl,left_forearm,left_forearm_roll_bearing_1,graphite,bearing race visual; substitute a purchased bearing,19.461,20.0,4.008,-9.460821,187.0,524.995804,0.7743,mm
120_left_forearm_roll_horn_1_01.stl,left_forearm_roll_link,left_forearm_roll_horn_1,bright_silver,cosmetic exterior,14.01,14.01,2.51,-7.004895,189.995105,529.245105,0.2592,mm
121_left_forearm_roll_screw_1_0_01.stl,left_forearm_roll_link,left_forearm_roll_screw_1_0,black,fastener mock-up,3.0,3.0,1.5,4.0,195.5,531.75,0.0106,mm
122_left_forearm_roll_screw_1_1_01.stl,left_forearm_roll_link,left_forearm_roll_screw_1_1,black,fastener mock-up,3.0,3.0,1.5,-1.5,201.0,531.75,0.0106,mm
123_left_forearm_roll_screw_1_2_01.stl,left_forearm_roll_link,left_forearm_roll_screw_1_2,black,fastener mock-up,3.0,3.0,1.5,-7.0,195.5,531.75,0.0106,mm
124_left_forearm_roll_screw_1_3_01.stl,left_forearm_roll_link,left_forearm_roll_screw_1_3,black,fastener mock-up,3.0,3.0,1.5,-1.5,190.0,531.75,0.0106,mm
125_left_wrist_pitch_shaft_01.stl,left_wrist_pitch_link,left_wrist_pitch_shaft,silver,joint axle mock-up; use metal shaft on hardware,6.004,30.004,6.004,-3.002098,181.997902,433.997902,0.8482,mm
126_left_wrist_pitch_bearing_m1_01.stl,left_forearm_roll_link,left_wrist_pitch_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,20.014,4.014,20.014,-10.006993,183.993007,426.993007,0.8042,mm
127_left_wrist_pitch_horn_m1_01.stl,left_wrist_pitch_link,left_wrist_pitch_horn_m1,bright_silver,cosmetic exterior,14.01,2.51,14.01,-7.004895,181.245105,429.995105,0.2592,mm
128_left_wrist_pitch_screw_m1_0_01.stl,left_wrist_pitch_link,left_wrist_pitch_screw_m1_0,black,fastener mock-up,3.0,1.5,3.0,-1.5,179.75,441.0,0.0106,mm
129_left_wrist_pitch_screw_m1_1_01.stl,left_wrist_pitch_link,left_wrist_pitch_screw_m1_1,black,fastener mock-up,3.0,1.5,3.0,4.0,179.75,435.5,0.0106,mm
130_left_wrist_pitch_screw_m1_2_01.stl,left_wrist_pitch_link,left_wrist_pitch_screw_m1_2,black,fastener mock-up,3.0,1.5,3.0,-1.5,179.75,430.0,0.0106,mm
131_left_wrist_pitch_screw_m1_3_01.stl,left_wrist_pitch_link,left_wrist_pitch_screw_m1_3,black,fastener mock-up,3.0,1.5,3.0,-7.0,179.75,435.5,0.0106,mm
132_left_wrist_pitch_bearing_1_01.stl,left_forearm_roll_link,left_wrist_pitch_bearing_1,graphite,bearing race visual; substitute a purchased bearing,20.014,4.014,20.014,-10.006993,205.993007,426.993007,0.8042,mm
133_left_wrist_pitch_horn_1_01.stl,left_wrist_pitch_link,left_wrist_pitch_horn_1,bright_silver,cosmetic exterior,14.01,2.51,14.01,-7.004895,210.245105,429.995105,0.2592,mm
134_left_wrist_pitch_screw_1_0_01.stl,left_wrist_pitch_link,left_wrist_pitch_screw_1_0,black,fastener mock-up,3.0,1.5,3.0,-1.5,212.75,441.0,0.0106,mm
135_left_wrist_pitch_screw_1_1_01.stl,left_wrist_pitch_link,left_wrist_pitch_screw_1_1,black,fastener mock-up,3.0,1.5,3.0,4.0,212.75,435.5,0.0106,mm
136_left_wrist_pitch_screw_1_2_01.stl,left_wrist_pitch_link,left_wrist_pitch_screw_1_2,black,fastener mock-up,3.0,1.5,3.0,-1.5,212.75,430.0,0.0106,mm
137_left_wrist_pitch_screw_1_3_01.stl,left_wrist_pitch_link,left_wrist_pitch_screw_1_3,black,fastener mock-up,3.0,1.5,3.0,-7.0,212.75,435.5,0.0106,mm
138_left_wrist_roll_shaft_01.stl,left_hand,left_wrist_roll_shaft,silver,joint axle mock-up; use metal shaft on hardware,30.004,6.004,6.004,-15.002098,193.997902,413.997902,0.8482,mm
139_left_wrist_roll_bearing_m1_01.stl,left_wrist_pitch_link,left_wrist_roll_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,4.0,20.0,19.662,-13.0,187.0,407.0,0.6575,mm
140_left_wrist_roll_horn_m1_01.stl,left_hand,left_wrist_roll_horn_m1,bright_silver,cosmetic exterior,2.51,14.01,14.01,-15.754895,189.995105,409.995105,0.2592,mm
141_left_wrist_roll_screw_m1_0_01.stl,left_hand,left_wrist_roll_screw_m1_0,black,fastener mock-up,1.5,3.0,3.0,-17.25,201.0,415.5,0.0106,mm
142_left_wrist_roll_screw_m1_1_01.stl,left_hand,left_wrist_roll_screw_m1_1,black,fastener mock-up,1.5,3.0,3.0,-17.25,195.5,421.0,0.0106,mm
143_left_wrist_roll_screw_m1_2_01.stl,left_hand,left_wrist_roll_screw_m1_2,black,fastener mock-up,1.5,3.0,3.0,-17.25,190.0,415.5,0.0106,mm
144_left_wrist_roll_screw_m1_3_01.stl,left_hand,left_wrist_roll_screw_m1_3,black,fastener mock-up,1.5,3.0,3.0,-17.25,195.5,410.0,0.0106,mm
145_left_wrist_roll_bearing_1_01.stl,left_wrist_pitch_link,left_wrist_roll_bearing_1,graphite,bearing race visual; substitute a purchased bearing,4.014,20.014,20.014,8.993007,186.993007,406.993007,0.8042,mm
146_left_wrist_roll_horn_1_01.stl,left_hand,left_wrist_roll_horn_1,bright_silver,cosmetic exterior,2.51,14.01,14.01,13.245105,189.995105,409.995105,0.2592,mm
147_left_wrist_roll_screw_1_0_01.stl,left_hand,left_wrist_roll_screw_1_0,black,fastener mock-up,1.5,3.0,3.0,15.75,201.0,415.5,0.0106,mm
148_left_wrist_roll_screw_1_1_01.stl,left_hand,left_wrist_roll_screw_1_1,black,fastener mock-up,1.5,3.0,3.0,15.75,195.5,421.0,0.0106,mm
149_left_wrist_roll_screw_1_2_01.stl,left_hand,left_wrist_roll_screw_1_2,black,fastener mock-up,1.5,3.0,3.0,15.75,190.0,415.5,0.0106,mm
150_left_wrist_roll_screw_1_3_01.stl,left_hand,left_wrist_roll_screw_1_3,black,fastener mock-up,1.5,3.0,3.0,15.75,195.5,410.0,0.0106,mm
151_left_upper_arm_backbone_01.stl,left_upper_arm,left_upper_arm_backbone,graphite,cosmetic exterior,8.01,39.01,77.01,-18.004754,177.495246,568.495246,18.1442,mm
152_left_upper_arm_cover_01.stl,left_upper_arm,left_upper_arm_cover,silver,cosmetic exterior,21.009,47.008,68.0,-21.004196,173.495804,577.0,14.3832,mm
152_left_upper_arm_cover_02.stl,left_upper_arm,left_upper_arm_cover,silver,cosmetic exterior,21.009,47.029,68.029,0.005033,173.485738,576.985738,15.9534,mm
153_left_forearm_cover_01.stl,left_forearm_roll_link,left_forearm_cover,silver,cosmetic exterior,23.517,58.033,61.033,-23.516639,167.983361,448.483361,17.6806,mm
153_left_forearm_cover_02.stl,left_forearm_roll_link,left_forearm_cover,silver,cosmetic exterior,23.517,58.033,61.033,-0.0,167.983361,448.483361,18.0736,mm
154_left_forearm_tendon_panel_01.stl,left_forearm_roll_link,left_forearm_tendon_panel,graphite,cosmetic exterior,1.502,35.004,42.004,23.5,179.498098,457.998098,2.1825,mm
155_left_tendon_port_0_01.stl,left_forearm_roll_link,left_tendon_port_0,copper,cosmetic exterior,5.0,5.0,4.0,-2.5,182.5,444.5,0.0304,mm
156_left_tendon_port_12_01.stl,left_forearm_roll_link,left_tendon_port_12,copper,cosmetic exterior,5.0,5.0,4.0,-2.5,194.5,444.5,0.0503,mm
157_left_tendon_port_24_01.stl,left_forearm_roll_link,left_tendon_port_24,copper,cosmetic exterior,5.0,5.0,4.0,-2.5,206.5,444.5,0.0304,mm
158_left_palm_01.stl,left_hand,left_palm,silver,cosmetic exterior,12.512,66.024,38.024,-12.511885,163.988115,376.988115,8.1332,mm
158_left_palm_02.stl,left_hand,left_palm,silver,cosmetic exterior,12.512,66.024,38.024,-0.0,163.988115,376.988115,8.1332,mm
159_left_palm_pad_01.stl,left_hand,left_palm_pad,rubber,cosmetic exterior,2.003,53.005,28.005,12.499301,170.497623,381.997623,2.9322,mm
160_left_index_mcp_phalanx_01.stl,left_index_mcp_link,left_index_mcp_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,11.01,12.01,24.01,-5.504754,165.995246,347.495246,2.9631,mm
161_left_index_mcp_pad_01.stl,left_index_mcp_link,left_index_mcp_pad,rubber,cosmetic exterior,1.747,9.004,18.004,5.455016,167.498098,350.498098,0.2673,mm
162_left_index_mcp_knuckle_01.stl,left_index_mcp_link,left_index_mcp_knuckle,graphite,cosmetic exterior,8.4,13.002,8.4,-4.2,165.499091,368.8,0.5108,mm
163_left_index_pip_phalanx_01.stl,left_index_pip_link,left_index_pip_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,11.01,12.01,16.01,-5.504754,165.995246,328.495246,1.9346,mm
164_left_index_pip_pad_01.stl,left_index_pip_link,left_index_pip_pad,rubber,cosmetic exterior,1.747,9.004,10.004,5.455016,167.498098,331.498098,0.1471,mm
165_left_index_pip_knuckle_01.stl,left_index_pip_link,left_index_pip_knuckle,graphite,cosmetic exterior,8.4,13.002,8.4,-4.2,165.499091,341.8,0.5108,mm
166_left_index_dip_phalanx_01.stl,left_index_dip_link,left_index_dip_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,11.01,12.01,11.01,-5.504754,165.995246,314.495246,1.2917,mm
167_left_index_dip_pad_01.stl,left_index_dip_link,left_index_dip_pad,rubber,cosmetic exterior,1.747,9.004,5.004,5.455016,167.498098,317.498098,0.072,mm
168_left_index_dip_knuckle_01.stl,left_index_dip_link,left_index_dip_knuckle,graphite,cosmetic exterior,8.4,13.002,8.4,-4.2,165.499091,322.8,0.5108,mm
169_left_middle_mcp_phalanx_01.stl,left_middle_mcp_link,left_middle_mcp_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,11.01,12.01,27.01,-5.504754,182.995246,344.495246,3.3488,mm
170_left_middle_mcp_pad_01.stl,left_middle_mcp_link,left_middle_mcp_pad,rubber,cosmetic exterior,1.747,9.004,21.004,5.455016,184.498098,347.498098,0.3124,mm
171_left_middle_mcp_knuckle_01.stl,left_middle_mcp_link,left_middle_mcp_knuckle,graphite,cosmetic exterior,8.4,13.002,8.4,-4.2,182.499091,368.8,0.5108,mm
172_left_middle_pip_phalanx_01.stl,left_middle_pip_link,left_middle_pip_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,11.01,12.01,18.01,-5.504754,182.995246,323.495246,2.1917,mm
173_left_middle_pip_pad_01.stl,left_middle_pip_link,left_middle_pip_pad,rubber,cosmetic exterior,1.747,9.004,12.004,5.455016,184.498098,326.498098,0.1772,mm
174_left_middle_pip_knuckle_01.stl,left_middle_pip_link,left_middle_pip_knuckle,graphite,cosmetic exterior,8.4,13.002,8.4,-4.2,182.499091,338.8,0.5108,mm
175_left_middle_dip_phalanx_01.stl,left_middle_dip_link,left_middle_dip_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,11.01,12.01,12.01,-5.504754,182.995246,308.495246,1.4203,mm
176_left_middle_dip_pad_01.stl,left_middle_dip_link,left_middle_dip_pad,rubber,cosmetic exterior,1.747,9.004,6.004,5.455016,184.498098,311.498098,0.087,mm
177_left_middle_dip_knuckle_01.stl,left_middle_dip_link,left_middle_dip_knuckle,graphite,cosmetic exterior,8.4,13.002,8.4,-4.2,182.499091,317.8,0.5108,mm
178_left_ring_mcp_phalanx_01.stl,left_ring_mcp_link,left_ring_mcp_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,11.01,12.01,25.01,-5.504754,199.995246,346.495246,3.0917,mm
179_left_ring_mcp_pad_01.stl,left_ring_mcp_link,left_ring_mcp_pad,rubber,cosmetic exterior,1.747,9.004,19.004,5.455016,201.498098,349.498098,0.2823,mm
180_left_ring_mcp_knuckle_01.stl,left_ring_mcp_link,left_ring_mcp_knuckle,graphite,cosmetic exterior,8.4,13.002,8.4,-4.2,199.499091,368.8,0.5108,mm
181_left_ring_pip_phalanx_01.stl,left_ring_pip_link,left_ring_pip_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,11.01,12.01,17.01,-5.504754,199.995246,326.495246,2.0631,mm
182_left_ring_pip_pad_01.stl,left_ring_pip_link,left_ring_pip_pad,rubber,cosmetic exterior,1.747,9.004,11.004,5.455016,201.498098,329.498098,0.1621,mm
183_left_ring_pip_knuckle_01.stl,left_ring_pip_link,left_ring_pip_knuckle,graphite,cosmetic exterior,8.4,13.002,8.4,-4.2,199.499091,340.8,0.5108,mm
184_left_ring_dip_phalanx_01.stl,left_ring_dip_link,left_ring_dip_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,11.01,12.01,11.01,-5.504754,199.995246,312.495246,1.2917,mm
185_left_ring_dip_pad_01.stl,left_ring_dip_link,left_ring_dip_pad,rubber,cosmetic exterior,1.747,9.004,5.004,5.455016,201.498098,315.498098,0.072,mm
186_left_ring_dip_knuckle_01.stl,left_ring_dip_link,left_ring_dip_knuckle,graphite,cosmetic exterior,8.4,13.002,8.4,-4.2,199.499091,320.8,0.5108,mm
