file,assembly,part,color,role,size_x_mm,size_y_mm,size_z_mm,assembly_tx_mm,assembly_ty_mm,assembly_tz_mm,volume_cm3,units
187_left_little_mcp_phalanx_01.stl,left_little_mcp_link,left_little_mcp_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,11.01,12.01,19.01,-5.504754,216.995246,352.495246,2.3203,mm
188_left_little_mcp_pad_01.stl,left_little_mcp_link,left_little_mcp_pad,rubber,cosmetic exterior,1.747,9.004,13.004,5.455016,218.498098,355.498098,0.1922,mm
189_left_little_mcp_knuckle_01.stl,left_little_mcp_link,left_little_mcp_knuckle,graphite,cosmetic exterior,8.4,13.002,8.4,-4.2,216.499091,368.8,0.5108,mm
190_left_little_pip_phalanx_01.stl,left_little_pip_link,left_little_pip_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,11.01,12.01,13.01,-5.504754,216.995246,336.495246,1.5489,mm
191_left_little_pip_pad_01.stl,left_little_pip_link,left_little_pip_pad,rubber,cosmetic exterior,1.747,9.004,7.004,5.455016,218.498098,339.498098,0.102,mm
192_left_little_pip_knuckle_01.stl,left_little_pip_link,left_little_pip_knuckle,graphite,cosmetic exterior,8.4,13.002,8.4,-4.2,216.499091,346.8,0.5108,mm
193_left_little_dip_phalanx_01.stl,left_little_dip_link,left_little_dip_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,11.01,12.01,9.01,-5.504754,216.995246,324.495246,1.0346,mm
194_left_little_dip_pad_01.stl,left_little_dip_link,left_little_dip_pad,rubber,cosmetic exterior,1.747,9.004,4.004,5.455016,218.498098,326.998098,0.0569,mm
195_left_little_dip_knuckle_01.stl,left_little_dip_link,left_little_dip_knuckle,graphite,cosmetic exterior,8.4,13.002,8.4,-4.2,216.499091,330.8,0.5108,mm
196_left_thumb_opposition_mount_01.stl,left_thumb_cmc_link,left_thumb_opposition_mount,graphite,cosmetic exterior,16.01,15.01,10.01,-8.004754,144.495246,390.995246,2.2699,mm
197_left_thumb_spread_phalanx_01.stl,left_thumb_spread_link,left_thumb_spread_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,13.01,14.01,18.01,-6.504754,144.995246,373.495246,3.0689,mm
198_left_thumb_spread_pad_01.stl,left_thumb_spread_link,left_thumb_spread_pad,rubber,cosmetic exterior,1.747,11.004,12.004,6.455016,146.498098,376.498098,0.2174,mm
199_left_thumb_spread_knuckle_01.stl,left_thumb_spread_link,left_thumb_spread_knuckle,graphite,cosmetic exterior,15.002,8.4,8.4,-7.500909,147.8,388.8,0.5754,mm
200_left_thumb_mcp_phalanx_01.stl,left_thumb_mcp_link,left_thumb_mcp_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,13.01,14.01,17.01,-6.504754,144.995246,353.495246,2.8904,mm
201_left_thumb_mcp_pad_01.stl,left_thumb_mcp_link,left_thumb_mcp_pad,rubber,cosmetic exterior,1.747,11.004,11.004,6.455016,146.498098,356.498098,0.199,mm
202_left_thumb_mcp_knuckle_01.stl,left_thumb_mcp_link,left_thumb_mcp_knuckle,graphite,cosmetic exterior,8.4,15.002,8.4,-4.2,144.499091,367.8,0.5853,mm
203_left_thumb_ip_phalanx_01.stl,left_thumb_ip_link,left_thumb_ip_phalanx,bright_silver,articulated finger segment mock-up with 2.4 mm pilot bore,13.01,14.01,14.01,-6.504754,144.995246,336.495246,2.3547,mm
204_left_thumb_ip_pad_01.stl,left_thumb_ip_link,left_thumb_ip_pad,rubber,cosmetic exterior,1.747,11.004,8.004,6.455016,146.498098,339.498098,0.1437,mm
205_left_thumb_ip_knuckle_01.stl,left_thumb_ip_link,left_thumb_ip_knuckle,graphite,cosmetic exterior,8.4,15.002,8.4,-4.2,144.499091,347.8,0.5853,mm
206_left_back_jet_01.stl,torso,left_back_jet,silver,cosmetic exterior,28.0,56.0,86.0,-121.0,62.0,592.0,21.4791,mm
206_left_back_jet_02.stl,torso,left_back_jet,silver,cosmetic exterior,28.0,56.0,86.0,-93.0,62.0,592.0,21.4791,mm
207_left_back_nozzle_01.stl,torso,left_back_nozzle,graphite,cosmetic exterior,48.034,48.034,20.034,-117.016783,65.983217,581.983217,8.4823,mm
208_left_back_nozzle_ring_01.stl,torso,left_back_nozzle_ring,copper,cosmetic exterior,52.036,52.036,5.036,-119.018182,63.981818,581.481818,1.6446,mm
209_left_jet_mount_01.stl,torso,left_jet_mount,graphite,cosmetic exterior,38.014,14.014,16.014,-89.007131,82.992869,645.992869,7.3666,mm
210_right_thigh_shell_01.stl,right_thigh,right_thigh_shell,silver,cosmetic exterior,39.0,78.0,155.0,-39.0,-114.0,283.0,41.267,mm
210_right_thigh_shell_02.stl,right_thigh,right_thigh_shell,silver,cosmetic exterior,39.0,78.0,155.0,-0.0,-114.0,283.0,41.267,mm
211_right_shin_shell_01.stl,right_shin,right_shin_shell,silver,cosmetic exterior,34.0,68.0,158.0,-34.0,-109.0,88.0,36.7,mm
211_right_shin_shell_02.stl,right_shin,right_shin_shell,silver,cosmetic exterior,34.0,68.0,158.0,-0.0,-109.0,88.0,36.7,mm
212_right_hip_hub_01.stl,right_thigh,right_hip_hub,graphite,visual joint cover; not a bearing,42.0,29.0,42.0,-21.0,-104.0,439.0,16.8546,mm
212_right_hip_hub_02.stl,right_thigh,right_hip_hub,graphite,visual joint cover; not a bearing,42.0,29.0,42.0,-21.0,-75.0,439.0,16.8546,mm
213_right_hip_disc_01.stl,right_thigh,right_hip_disc,bright_silver,cosmetic exterior,28.02,4.02,28.02,-14.00979,-109.00979,445.99021,2.463,mm
214_right_hip_bolt_01.stl,right_thigh,right_hip_bolt,graphite,cosmetic exterior,11.0,3.5,11.0,-5.5,-112.5,454.5,0.3326,mm
215_right_knee_hub_01.stl,right_shin,right_knee_hub,graphite,visual joint cover; not a bearing,42.0,29.0,42.0,-21.0,-104.0,244.0,16.8546,mm
215_right_knee_hub_02.stl,right_shin,right_knee_hub,graphite,visual joint cover; not a bearing,42.0,29.0,42.0,-21.0,-75.0,244.0,16.8546,mm
216_right_knee_disc_01.stl,right_shin,right_knee_disc,bright_silver,cosmetic exterior,28.02,4.02,28.02,-14.00979,-109.00979,250.99021,2.463,mm
217_right_knee_bolt_01.stl,right_shin,right_knee_bolt,graphite,cosmetic exterior,11.0,3.5,11.0,-5.5,-112.5,259.5,0.3326,mm
218_right_ankle_hub_01.stl,right_foot,right_ankle_hub,graphite,visual joint cover; not a bearing,42.0,29.0,42.0,-21.0,-104.0,49.0,16.8546,mm
218_right_ankle_hub_02.stl,right_foot,right_ankle_hub,graphite,visual joint cover; not a bearing,42.0,29.0,42.0,-21.0,-75.0,49.0,16.8546,mm
219_right_ankle_disc_01.stl,right_foot,right_ankle_disc,bright_silver,cosmetic exterior,28.02,4.02,28.02,-14.00979,-109.00979,55.99021,2.463,mm
220_right_ankle_bolt_01.stl,right_foot,right_ankle_bolt,graphite,cosmetic exterior,11.0,3.5,11.0,-5.5,-112.5,64.5,0.3326,mm
221_right_boot_shell_01.stl,right_foot,right_boot_shell,silver,cosmetic exterior,85.033,92.067,67.067,-62.533278,-121.033278,-0.033278,64.3983,mm
221_right_boot_shell_02.stl,right_foot,right_boot_shell,silver,cosmetic exterior,85.033,92.067,67.067,22.5,-121.033278,-0.033278,66.1261,mm
222_right_sole_01.stl,right_foot,right_sole,rubber,cosmetic exterior,163.012,87.012,6.012,-59.005943,-118.505943,-0.005943,46.888,mm
223_right_shin_band_123_01.stl,right_shin,right_shin_band_123,bright_silver,cosmetic exterior,34.0,68.0,7.0,-34.0,-109.0,119.5,1.7311,mm
223_right_shin_band_123_02.stl,right_shin,right_shin_band_123,bright_silver,cosmetic exterior,34.0,68.0,7.0,-0.0,-109.0,119.5,1.7311,mm
224_right_shin_band_169_01.stl,right_shin,right_shin_band_169,bright_silver,cosmetic exterior,34.0,68.0,7.0,-34.0,-109.0,165.5,1.4157,mm
224_right_shin_band_169_02.stl,right_shin,right_shin_band_169,bright_silver,cosmetic exterior,34.0,68.0,7.0,-0.0,-109.0,165.5,1.4157,mm
225_right_shin_band_215_01.stl,right_shin,right_shin_band_215,bright_silver,cosmetic exterior,34.0,68.0,7.0,-34.0,-109.0,211.5,0.58,mm
225_right_shin_band_215_02.stl,right_shin,right_shin_band_215,bright_silver,cosmetic exterior,34.0,68.0,7.0,-0.0,-109.0,211.5,0.58,mm
226_right_boot_nozzle_01.stl,right_foot,right_boot_nozzle,graphite,cosmetic exterior,34.024,34.024,13.024,5.488112,-92.011888,6.488112,4.3597,mm
227_right_boot_nozzle_ring_01.stl,right_foot,right_boot_nozzle_ring,copper,cosmetic exterior,38.027,38.027,4.027,3.486713,-94.013287,6.986713,0.9048,mm
228_right_shoulder_mount_01.stl,torso,right_shoulder_mount,graphite,shoulder support concept; not a qualified motor bracket,24.019,68.019,25.019,-24.009508,-177.009508,690.490492,38.7243,mm
229_right_shoulder_roll_yoke_rail_01.stl,right_shoulder_pitch_link,right_shoulder_roll_yoke_rail,graphite,joint-support rail concept,10.233,31.218,33.232,-18.516575,-198.111938,674.884628,3.1006,mm
230_right_shoulder_yaw_yoke_rail_01.stl,right_shoulder_roll_link,right_shoulder_yaw_yoke_rail,graphite,joint-support rail concept,10.228,14.214,33.226,-18.513901,-202.104161,651.886099,2.4633,mm
231_right_elbow_yoke_rail_01.stl,right_upper_arm,right_elbow_yoke_rail,graphite,joint-support rail concept,10.224,10.224,114.223,-18.512123,-202.112123,547.887877,9.0538,mm
232_right_forearm_roll_yoke_rail_01.stl,right_forearm,right_forearm_roll_yoke_rail,graphite,joint-support rail concept,10.224,10.224,47.223,-18.512123,-202.112123,510.887877,3.579,mm
233_right_wrist_pitch_yoke_rail_01.stl,right_forearm_roll_link,right_wrist_pitch_yoke_rail,graphite,joint-support rail concept,10.224,10.224,89.223,-18.512123,-202.112123,431.887877,7.011,mm
234_right_wrist_roll_yoke_rail_01.stl,right_wrist_pitch_link,right_wrist_roll_yoke_rail,graphite,joint-support rail concept,10.224,10.224,30.223,-18.512123,-202.112123,411.887877,2.1899,mm
235_right_thumb_support_01.stl,right_hand,right_thumb_support,graphite,cosmetic exterior,15.014,20.014,13.014,-7.507131,-170.007131,389.492869,3.5653,mm
236_right_shoulder_pitch_shaft_01.stl,right_shoulder_pitch_link,right_shoulder_pitch_shaft,silver,joint axle mock-up; use metal shaft on hardware,6.004,36.004,6.004,-3.002098,-190.002098,699.997902,1.0179,mm
237_right_shoulder_pitch_bearing_m1_01.stl,torso,right_shoulder_pitch_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,28.02,4.02,28.02,-14.00979,-188.00979,688.99021,1.2064,mm
238_right_shoulder_pitch_horn_m1_01.stl,right_shoulder_pitch_link,right_shoulder_pitch_horn_m1,bright_silver,cosmetic exterior,22.015,2.515,22.015,-11.007692,-190.757692,691.992308,0.4477,mm
239_right_shoulder_pitch_screw_m1_0_01.stl,right_shoulder_pitch_link,right_shoulder_pitch_screw_m1_0,black,fastener mock-up,3.0,1.5,3.0,-1.5,-192.25,711.0,0.0106,mm
240_right_shoulder_pitch_screw_m1_1_01.stl,right_shoulder_pitch_link,right_shoulder_pitch_screw_m1_1,black,fastener mock-up,3.0,1.5,3.0,8.0,-192.25,701.5,0.0106,mm
241_right_shoulder_pitch_screw_m1_2_01.stl,right_shoulder_pitch_link,right_shoulder_pitch_screw_m1_2,black,fastener mock-up,3.0,1.5,3.0,-1.5,-192.25,692.0,0.0106,mm
242_right_shoulder_pitch_screw_m1_3_01.stl,right_shoulder_pitch_link,right_shoulder_pitch_screw_m1_3,black,fastener mock-up,3.0,1.5,3.0,-11.0,-192.25,701.5,0.0106,mm
243_right_shoulder_pitch_bearing_1_01.stl,torso,right_shoulder_pitch_bearing_1,graphite,bearing race visual; substitute a purchased bearing,20.305,4.0,28.0,-6.30476,-160.0,689.0,0.6805,mm
244_right_shoulder_pitch_horn_1_01.stl,right_shoulder_pitch_link,right_shoulder_pitch_horn_1,bright_silver,cosmetic exterior,22.015,2.515,22.015,-11.007692,-155.757692,691.992308,0.4477,mm
245_right_shoulder_pitch_screw_1_0_01.stl,right_shoulder_pitch_link,right_shoulder_pitch_screw_1_0,black,fastener mock-up,3.0,1.5,3.0,-1.5,-153.25,711.0,0.0106,mm
246_right_shoulder_pitch_screw_1_1_01.stl,right_shoulder_pitch_link,right_shoulder_pitch_screw_1_1,black,fastener mock-up,3.0,1.5,3.0,8.0,-153.25,701.5,0.0106,mm
247_right_shoulder_pitch_screw_1_2_01.stl,right_shoulder_pitch_link,right_shoulder_pitch_screw_1_2,black,fastener mock-up,3.0,1.5,3.0,-1.5,-153.25,692.0,0.0106,mm
248_right_shoulder_pitch_screw_1_3_01.stl,right_shoulder_pitch_link,right_shoulder_pitch_screw_1_3,black,fastener mock-up,3.0,1.5,3.0,-11.0,-153.25,701.5,0.0106,mm
249_right_shoulder_roll_shaft_01.stl,right_shoulder_roll_link,right_shoulder_roll_shaft,silver,joint axle mock-up; use metal shaft on hardware,36.0,6.0,6.0,-18.0,-196.0,677.0,0.7555,mm
250_right_shoulder_roll_bearing_m1_01.stl,right_shoulder_pitch_link,right_shoulder_roll_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,4.0,28.0,28.0,-16.0,-207.0,666.0,1.0437,mm
251_right_shoulder_roll_horn_m1_01.stl,right_shoulder_roll_link,right_shoulder_roll_horn_m1,bright_silver,cosmetic exterior,2.5,22.0,22.0,-18.75,-204.0,669.0,0.4066,mm
252_right_shoulder_roll_screw_m1_0_01.stl,right_shoulder_roll_link,right_shoulder_roll_screw_m1_0,black,fastener mock-up,1.5,3.0,3.0,-20.25,-185.0,678.5,0.0106,mm
253_right_shoulder_roll_screw_m1_1_01.stl,right_shoulder_roll_link,right_shoulder_roll_screw_m1_1,black,fastener mock-up,1.5,3.0,3.0,-20.25,-194.5,688.0,0.0106,mm
254_right_shoulder_roll_screw_m1_2_01.stl,right_shoulder_roll_link,right_shoulder_roll_screw_m1_2,black,fastener mock-up,1.5,3.0,3.0,-20.25,-204.0,678.5,0.0106,mm
255_right_shoulder_roll_screw_m1_3_01.stl,right_shoulder_roll_link,right_shoulder_roll_screw_m1_3,black,fastener mock-up,1.5,3.0,3.0,-20.25,-194.5,669.0,0.0106,mm
256_right_shoulder_roll_bearing_1_01.stl,right_shoulder_pitch_link,right_shoulder_roll_bearing_1,graphite,bearing race visual; substitute a purchased bearing,4.02,28.02,28.02,11.99021,-207.00979,665.99021,1.2064,mm
257_right_shoulder_roll_horn_1_01.stl,right_shoulder_roll_link,right_shoulder_roll_horn_1,bright_silver,cosmetic exterior,2.515,22.015,22.015,16.242308,-204.007692,668.992308,0.4477,mm
258_right_shoulder_roll_screw_1_0_01.stl,right_shoulder_roll_link,right_shoulder_roll_screw_1_0,black,fastener mock-up,1.5,3.0,3.0,18.75,-185.0,678.5,0.0106,mm
259_right_shoulder_roll_screw_1_1_01.stl,right_shoulder_roll_link,right_shoulder_roll_screw_1_1,black,fastener mock-up,1.5,3.0,3.0,18.75,-194.5,688.0,0.0106,mm
260_right_shoulder_roll_screw_1_2_01.stl,right_shoulder_roll_link,right_shoulder_roll_screw_1_2,black,fastener mock-up,1.5,3.0,3.0,18.75,-204.0,678.5,0.0106,mm
261_right_shoulder_roll_screw_1_3_01.stl,right_shoulder_roll_link,right_shoulder_roll_screw_1_3,black,fastener mock-up,1.5,3.0,3.0,18.75,-194.5,669.0,0.0106,mm
262_right_shoulder_yaw_shaft_01.stl,right_upper_arm,right_shoulder_yaw_shaft,silver,joint axle mock-up; use metal shaft on hardware,6.004,6.004,36.004,-3.002098,-200.002098,638.997902,1.0179,mm
263_right_shoulder_yaw_bearing_m1_01.stl,right_shoulder_roll_link,right_shoulder_yaw_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,28.02,28.02,4.02,-14.00979,-211.00979,640.99021,1.2064,mm
264_right_shoulder_yaw_horn_m1_01.stl,right_upper_arm,right_shoulder_yaw_horn_m1,bright_silver,cosmetic exterior,21.244,22.0,2.511,-10.244403,-208.0,638.244406,0.4104,mm
265_right_shoulder_yaw_screw_m1_0_01.stl,right_upper_arm,right_shoulder_yaw_screw_m1_0,black,fastener mock-up,3.0,3.0,1.5,8.0,-198.5,636.75,0.0106,mm
266_right_shoulder_yaw_screw_m1_1_01.stl,right_upper_arm,right_shoulder_yaw_screw_m1_1,black,fastener mock-up,3.0,3.0,1.5,-1.5,-189.0,636.75,0.0106,mm
267_right_shoulder_yaw_screw_m1_2_01.stl,right_upper_arm,right_shoulder_yaw_screw_m1_2,black,fastener mock-up,0.404,2.048,1.5,-8.403846,-198.023937,636.75,0.0006,mm
268_right_shoulder_yaw_screw_m1_3_01.stl,right_upper_arm,right_shoulder_yaw_screw_m1_3,black,fastener mock-up,3.0,3.0,1.5,-1.5,-208.0,636.75,0.0106,mm
269_right_shoulder_yaw_bearing_1_01.stl,right_shoulder_roll_link,right_shoulder_yaw_bearing_1,graphite,bearing race visual; substitute a purchased bearing,27.797,28.0,4.0,-13.796515,-211.0,669.0,1.0629,mm
270_right_shoulder_yaw_horn_1_01.stl,right_upper_arm,right_shoulder_yaw_horn_1,bright_silver,cosmetic exterior,22.015,22.015,2.515,-11.007692,-208.007692,673.242308,0.4477,mm
271_right_shoulder_yaw_screw_1_0_01.stl,right_upper_arm,right_shoulder_yaw_screw_1_0,black,fastener mock-up,3.0,3.0,1.5,8.0,-198.5,675.75,0.0106,mm
272_right_shoulder_yaw_screw_1_1_01.stl,right_upper_arm,right_shoulder_yaw_screw_1_1,black,fastener mock-up,3.0,3.0,1.5,-1.5,-189.0,675.75,0.0106,mm
273_right_shoulder_yaw_screw_1_2_01.stl,right_upper_arm,right_shoulder_yaw_screw_1_2,black,fastener mock-up,3.0,3.0,1.5,-11.0,-198.5,675.75,0.0106,mm
274_right_shoulder_yaw_screw_1_3_01.stl,right_upper_arm,right_shoulder_yaw_screw_1_3,black,fastener mock-up,3.0,3.0,1.5,-1.5,-208.0,675.75,0.0106,mm
275_right_elbow_shaft_01.stl,right_forearm,right_elbow_shaft,silver,joint axle mock-up; use metal shaft on hardware,6.004,30.004,6.004,-3.002098,-212.002098,549.997902,0.8482,mm
276_right_elbow_bearing_m1_01.stl,right_upper_arm,right_elbow_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,20.014,4.014,20.014,-10.006993,-210.006993,542.993007,0.8042,mm
277_right_elbow_horn_m1_01.stl,right_forearm,right_elbow_horn_m1,bright_silver,cosmetic exterior,14.01,2.51,14.01,-7.004895,-212.754895,545.995105,0.2592,mm
278_right_elbow_screw_m1_0_01.stl,right_forearm,right_elbow_screw_m1_0,black,fastener mock-up,3.0,1.5,3.0,-1.5,-214.25,557.0,0.0106,mm
279_right_elbow_screw_m1_1_01.stl,right_forearm,right_elbow_screw_m1_1,black,fastener mock-up,3.0,1.5,3.0,4.0,-214.25,551.5,0.0106,mm
280_right_elbow_screw_m1_2_01.stl,right_forearm,right_elbow_screw_m1_2,black,fastener mock-up,3.0,1.5,3.0,-1.5,-214.25,546.0,0.0106,mm
281_right_elbow_screw_m1_3_01.stl,right_forearm,right_elbow_screw_m1_3,black,fastener mock-up,3.0,1.5,3.0,-7.0,-214.25,551.5,0.0106,mm
282_right_elbow_bearing_1_01.stl,right_upper_arm,right_elbow_bearing_1,graphite,bearing race visual; substitute a purchased bearing,20.014,4.014,20.014,-10.006993,-188.006993,542.993007,0.8042,mm
283_right_elbow_horn_1_01.stl,right_forearm,right_elbow_horn_1,bright_silver,cosmetic exterior,14.01,2.51,14.01,-7.004895,-183.754895,545.995105,0.2592,mm
284_right_elbow_screw_1_0_01.stl,right_forearm,right_elbow_screw_1_0,black,fastener mock-up,3.0,1.5,3.0,-1.5,-181.25,557.0,0.0106,mm
285_right_elbow_screw_1_1_01.stl,right_forearm,right_elbow_screw_1_1,black,fastener mock-up,3.0,1.5,3.0,4.0,-181.25,551.5,0.0106,mm
286_right_elbow_screw_1_2_01.stl,right_forearm,right_elbow_screw_1_2,black,fastener mock-up,3.0,1.5,3.0,-1.5,-181.25,546.0,0.0106,mm
287_right_elbow_screw_1_3_01.stl,right_forearm,right_elbow_screw_1_3,black,fastener mock-up,3.0,1.5,3.0,-7.0,-181.25,551.5,0.0106,mm
288_right_forearm_roll_shaft_01.stl,right_forearm_roll_link,right_forearm_roll_shaft,silver,joint axle mock-up; use metal shaft on hardware,6.004,6.004,30.004,-3.002098,-200.002098,500.997902,0.8482,mm
289_right_forearm_roll_bearing_m1_01.stl,right_forearm,right_forearm_roll_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,20.014,20.014,4.014,-10.006993,-207.006993,502.993007,0.8042,mm
290_right_forearm_roll_horn_m1_01.stl,right_forearm_roll_link,right_forearm_roll_horn_m1,bright_silver,cosmetic exterior,14.01,14.01,2.51,-7.004895,-204.004895,500.245105,0.2592,mm
291_right_forearm_roll_screw_m1_0_01.stl,right_forearm_roll_link,right_forearm_roll_screw_m1_0,black,fastener mock-up,3.0,3.0,1.5,4.0,-198.5,498.75,0.0106,mm
292_right_forearm_roll_screw_m1_1_01.stl,right_forearm_roll_link,right_forearm_roll_screw_m1_1,black,fastener mock-up,3.0,3.0,1.5,-1.5,-193.0,498.75,0.0106,mm
293_right_forearm_roll_screw_m1_2_01.stl,right_forearm_roll_link,right_forearm_roll_screw_m1_2,black,fastener mock-up,3.0,3.0,1.5,-7.0,-198.5,498.75,0.0106,mm
294_right_forearm_roll_screw_m1_3_01.stl,right_forearm_roll_link,right_forearm_roll_screw_m1_3,black,fastener mock-up,3.0,3.0,1.5,-1.5,-204.0,498.75,0.0106,mm
295_right_forearm_roll_bearing_1_01.stl,right_forearm,right_forearm_roll_bearing_1,graphite,bearing race visual; substitute a purchased bearing,19.461,20.0,4.008,-9.460821,-207.0,524.995804,0.7743,mm
296_right_forearm_roll_horn_1_01.stl,right_forearm_roll_link,right_forearm_roll_horn_1,bright_silver,cosmetic exterior,14.01,14.01,2.51,-7.004895,-204.004895,529.245105,0.2592,mm
297_right_forearm_roll_screw_1_0_01.stl,right_forearm_roll_link,right_forearm_roll_screw_1_0,black,fastener mock-up,3.0,3.0,1.5,4.0,-198.5,531.75,0.0106,mm
298_right_forearm_roll_screw_1_1_01.stl,right_forearm_roll_link,right_forearm_roll_screw_1_1,black,fastener mock-up,3.0,3.0,1.5,-1.5,-193.0,531.75,0.0106,mm
299_right_forearm_roll_screw_1_2_01.stl,right_forearm_roll_link,right_forearm_roll_screw_1_2,black,fastener mock-up,3.0,3.0,1.5,-7.0,-198.5,531.75,0.0106,mm
300_right_forearm_roll_screw_1_3_01.stl,right_forearm_roll_link,right_forearm_roll_screw_1_3,black,fastener mock-up,3.0,3.0,1.5,-1.5,-204.0,531.75,0.0106,mm
301_right_wrist_pitch_shaft_01.stl,right_wrist_pitch_link,right_wrist_pitch_shaft,silver,joint axle mock-up; use metal shaft on hardware,6.004,30.004,6.004,-3.002098,-212.002098,433.997902,0.8482,mm
302_right_wrist_pitch_bearing_m1_01.stl,right_forearm_roll_link,right_wrist_pitch_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,20.014,4.014,20.014,-10.006993,-210.006993,426.993007,0.8042,mm
303_right_wrist_pitch_horn_m1_01.stl,right_wrist_pitch_link,right_wrist_pitch_horn_m1,bright_silver,cosmetic exterior,14.01,2.51,14.01,-7.004895,-212.754895,429.995105,0.2592,mm
304_right_wrist_pitch_screw_m1_0_01.stl,right_wrist_pitch_link,right_wrist_pitch_screw_m1_0,black,fastener mock-up,3.0,1.5,3.0,-1.5,-214.25,441.0,0.0106,mm
305_right_wrist_pitch_screw_m1_1_01.stl,right_wrist_pitch_link,right_wrist_pitch_screw_m1_1,black,fastener mock-up,3.0,1.5,3.0,4.0,-214.25,435.5,0.0106,mm
306_right_wrist_pitch_screw_m1_2_01.stl,right_wrist_pitch_link,right_wrist_pitch_screw_m1_2,black,fastener mock-up,3.0,1.5,3.0,-1.5,-214.25,430.0,0.0106,mm
307_right_wrist_pitch_screw_m1_3_01.stl,right_wrist_pitch_link,right_wrist_pitch_screw_m1_3,black,fastener mock-up,3.0,1.5,3.0,-7.0,-214.25,435.5,0.0106,mm
308_right_wrist_pitch_bearing_1_01.stl,right_forearm_roll_link,right_wrist_pitch_bearing_1,graphite,bearing race visual; substitute a purchased bearing,20.014,4.014,20.014,-10.006993,-188.006993,426.993007,0.8042,mm
309_right_wrist_pitch_horn_1_01.stl,right_wrist_pitch_link,right_wrist_pitch_horn_1,bright_silver,cosmetic exterior,14.01,2.51,14.01,-7.004895,-183.754895,429.995105,0.2592,mm
310_right_wrist_pitch_screw_1_0_01.stl,right_wrist_pitch_link,right_wrist_pitch_screw_1_0,black,fastener mock-up,3.0,1.5,3.0,-1.5,-181.25,441.0,0.0106,mm
311_right_wrist_pitch_screw_1_1_01.stl,right_wrist_pitch_link,right_wrist_pitch_screw_1_1,black,fastener mock-up,3.0,1.5,3.0,4.0,-181.25,435.5,0.0106,mm
312_right_wrist_pitch_screw_1_2_01.stl,right_wrist_pitch_link,right_wrist_pitch_screw_1_2,black,fastener mock-up,3.0,1.5,3.0,-1.5,-181.25,430.0,0.0106,mm
313_right_wrist_pitch_screw_1_3_01.stl,right_wrist_pitch_link,right_wrist_pitch_screw_1_3,black,fastener mock-up,3.0,1.5,3.0,-7.0,-181.25,435.5,0.0106,mm
314_right_wrist_roll_shaft_01.stl,right_hand,right_wrist_roll_shaft,silver,joint axle mock-up; use metal shaft on hardware,30.004,6.004,6.004,-15.002098,-200.002098,413.997902,0.8482,mm
315_right_wrist_roll_bearing_m1_01.stl,right_wrist_pitch_link,right_wrist_roll_bearing_m1,graphite,bearing race visual; substitute a purchased bearing,4.0,20.0,19.662,-13.0,-207.0,407.0,0.6575,mm
316_right_wrist_roll_horn_m1_01.stl,right_hand,right_wrist_roll_horn_m1,bright_silver,cosmetic exterior,2.51,14.01,14.01,-15.754895,-204.004895,409.995105,0.2592,mm
317_right_wrist_roll_screw_m1_0_01.stl,right_hand,right_wrist_roll_screw_m1_0,black,fastener mock-up,1.5,3.0,3.0,-17.25,-193.0,415.5,0.0106,mm
318_right_wrist_roll_screw_m1_1_01.stl,right_hand,right_wrist_roll_screw_m1_1,black,fastener mock-up,1.5,3.0,3.0,-17.25,-198.5,421.0,0.0106,mm
319_right_wrist_roll_screw_m1_2_01.stl,right_hand,right_wrist_roll_screw_m1_2,black,fastener mock-up,1.5,3.0,3.0,-17.25,-204.0,415.5,0.0106,mm
